index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
295,2025-02-27,16:32:34,1740702754,3,"Hwy 51 at Hwy 160 3",Sacramento,-121.43958,38.599961,45,,Sacramento,SR-51,,,46.609,R,50.549,true,,https://wzmedia.dot.ca.gov/D3/51_JCT160_SAC51_NB_3.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/hwy51athwy1603.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy51athwy1603/previous/hwy51athwy1603-12.jpg
296,2025-08-05,11:35:47,1754418947,3,"Hwy 5 at Vallejo",Sacramento,-121.514,38.55934,26,North,Sacramento,I-5,,,21.878,R,516.961,true,,https://wzmedia.dot.ca.gov/D3/5_Vallejo_Way_SAC5_NB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/hwy5atvallejo.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5atvallejo/previous/hwy5atvallejo-12.jpg
297,2025-05-27,12:53:54,1748375634,3,"Hwy 5 at 6th Ave",Sacramento,-121.511,38.55161,20,North,Sacramento,I-5,,,21.32,,516.398,true,,https://wzmedia.dot.ca.gov/D3/5_6th_Ave_SAC5_NB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/hwy5at6thave.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy5at6thave/previous/hwy5at6thave-12.jpg
298,2025-05-27,15:46:57,1748386017,3,"Hwy 50 at Prairie City Rd WO WB 2",Folsom,-121.179228,38.642315,223,West,Sacramento,US-50,,,18,,23.670,true,,https://wzmedia.dot.ca.gov/D3/50_Prairie_City_Rd_WO_SAC50_WB_2.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/hwy50atprairiecityrdwowb2.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecityrdwowb2/previous/hwy50atprairiecityrdwowb2-12.jpg
299,2025-09-24,15:21:07,1758752467,3,"Hwy 50 at Sunrise Blvd OC JWO WB 3","Rancho Cordova",-121.270927,38.609259,104,West,Sacramento,US-50,,,12.479,,18.149,true,,https://wzmedia.dot.ca.gov/D3/50_Sunrise_Blvd_OC_JWO_SAC50_WB_3.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/hwy50atsunriseblvdocjwowb3.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdocjwowb3/previous/hwy50atsunriseblvdocjwowb3-12.jpg
300,2024-01-25,16:31:08,1706229068,3,"Hwy 50 at Sunrise Blvd EO WB 3","Rancho Cordova",-121.253438,38.615681,131,West,Sacramento,US-50,,,13.527,,19.197,true,,https://wzmedia.dot.ca.gov/D3/50_Sunrise_Blvd_EO_SAC50_WB_3.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/hwy50atsunriseblvdeowb3.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atsunriseblvdeowb3/previous/hwy50atsunriseblvdeowb3-12.jpg
301,2025-10-17,16:42:38,1760744558,3,"Hwy 99 at Hwy 162",Oroville,-121.688389,39.494028,114,North,Butte,SR-99,,,13.146,L,357.949,true,,https://wzmedia.dot.ca.gov/D3/99_JCT162E_BUT99_NB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/hwy99athwy162.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy162/previous/hwy99athwy162-12.jpg
302,2025-10-27,12:08:12,1761592092,3,"Hwy 20 at Pleasant Valley Rd","Penn Valley",-121.204833,39.205111,1440,,Nevada,SR-20,,R,4.660,L,175.181,true,,https://wzmedia.dot.ca.gov/D3/20_Pleasant_Valley_Rd_NEV20_EB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/hwy20atpleasantvalleyrd.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atpleasantvalleyrd/previous/hwy20atpleasantvalleyrd-12.jpg
303,2025-12-17,16:00:41,1766016041,3,"Hwy 99 at Dillard","Elk Grove",-121.334628,38.342340,15,North,Sacramento,SR-99,,,7.268,,281.825,true,,https://wzmedia.dot.ca.gov/D3/99_Dillard_Rd_SAC99_NB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/hwy99atdillard.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atdillard/previous/hwy99atdillard-12.jpg
304,2025-09-23,08:31:36,1758641496,3,"Hwy 162 at JCT162 and 45","Butte City",-122.015718,39.457219,78.8,East,Glenn,SR-162,,,76.362,,72.687,true,,https://wzmedia.dot.ca.gov/D3/162_JCT45_GLE162_EB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/hwy162atjct162and45.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy162atjct162and45/previous/hwy162atjct162and45-12.jpg
305,2025-09-23,10:19:23,1758647963,3,"Hwy 70 at Ramirez","Yuba City",-121.597602,39.264525,15,West,Yuba,SR-70,,,22.887,,29.598,true,,https://wzmedia.dot.ca.gov/D3/70_Ramirez_Rd_YUB70_WB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/hwy70atramirez.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atramirez/previous/hwy70atramirez-12.jpg
306,2025-09-23,10:00:25,1758646825,3,"Hwy 70 at Saddleback",Marysville,-121.594635,39.189445,21,West,Yuba,SR-70,,,17.59,,24.301,true,,https://wzmedia.dot.ca.gov/D3/70_Saddleback_Dr_YUB70_NB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/hwy70atsaddleback.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70atsaddleback/previous/hwy70atsaddleback-12.jpg
307,2025-06-03,11:33:06,1748975586,3,"Hwy 50 at Wrights Lake 1","Twin Bridges",-120.210437,38.786496,5400,East,"El Dorado",US-50,,,54.051,,82.316,true,,https://wzmedia.dot.ca.gov/D3/50_Wrights_Lake_ED50_EB_1.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/hwy50atwrightslake1.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atwrightslake1/previous/hwy50atwrightslake1-12.jpg
310,2024-04-16,16:56:55,1713311815,3,"Hwy 99 at Florin_Rd_JSO_SAC99_NB_1","SR99 at Florin Rd",-121.44462,38.495338,20,North,Sacramento,SR-99,,,19.524,,294.081,true,,https://wzmedia.dot.ca.gov/D3/99_Florin_Rd_JSO_SAC99_NB_1.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/hwy99atflorinrdjsosac99nb1.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99atflorinrdjsosac99nb1/previous/hwy99atflorinrdjsosac99nb1-12.jpg
